"","original_title","id","release_date","Actor","actorMovieCount","runtime","ProductionBudget","DomesticGross","quarter","animation","comedy","family","adventure","fantasy","romance","drama","action","crime","thriller","horror","history","mystery","war","music","documentary","western","scifi"
"1260","one direction this is us","164558",2013-08-28,"harrystyles",1,92,1e+07,28873374,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"189","bad words","209403",2013-09-06,"jasonbateman",2,88,1e+07,7779614,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","begin again","198277",2013-09-07,"markruffalo",1,104,8e+06,16170632,"Q2",0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"942","jimi all is by my side","192133",2013-09-07,"andrébenjamin",1,118,5e+06,340911,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1225","noah","215908",2013-09-09,"samkantor",1,18,1.3e+08,101200044,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"889","insidious chapter 2","91586",2013-09-12,"patrickwilson",4,106,5e+06,83586447,"Q3",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"1082","machete kills","106747",2013-09-12,"dannytrejo",1,107,2e+07,8008161,"Q4",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"1451","romeo juliet","91745",2013-09-12,"douglasbooth",1,118,14500000,46338728,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1338","plush","215881",2013-09-13,"emilybrowning",1,98,2e+06,3080,"Q3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2166","treading water","166624",2013-09-13,"douglassmith",1,92,4700000,34513500.7541806,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"204","battle of the year","109417",2013-09-21,"joshholloway",1,110,2e+07,8888355,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1211","nebraska","129670",2013-09-21,"brucedern",1,115,1.2e+07,17654912,"Q4",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1457","runner runner","146238",2013-09-24,"benaffleck",10,91,3e+07,19316646,"Q3",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"1131","metallica through the never","193613",2013-09-25,"danedehaan",2,93,1.8e+07,3419967,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"407","cloudy with a chance of meatballs 2","109451",2013-09-26,"billhader",1,95,7.8e+07,119793567,"Q3",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1298","parkland","209262",2013-10-02,"zacefron",2,94,1e+07,641439,"Q4",0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
"751","grace unplugged","206284",2013-10-04,"ajmichalka",1,102,1700000,2507159,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1378","r100","193722",2013-10-05,"naoomori",1,100,5500000,24956,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"884","inside llewyn davis","86829",2013-10-06,"oscarisaac",1,105,1.1e+07,13248209,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1399","redemption","218974",2013-10-11,"marenade",1,26,2.3e+07,36686,"Q2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1784","the fifth estate","162903",2013-10-11,"benedictcumberbatch",1,128,2.6e+07,3254172,"Q4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2127","the young and prodigious t s spivet","157841",2013-10-16,"kylecatlett",1,105,3.3e+07,176847,"Q3",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1780","the face of love","214086",2013-10-25,"annettebening",1,92,4e+06,385069,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1316","philomena","205220",2013-11-01,"judidench",1,98,1.2e+07,37709979,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1251","oldboy","87516",2013-11-14,"joshbrolin",4,104,3e+06,707391,"Q4",0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"1474","saving mr banks","140823",2013-11-16,"emmathompson",1,125,3.5e+07,83299761,"Q4",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"253","black nativity","175541",2013-11-27,"forestwhitaker",2,93,17500000,7018188,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"834","homefront","204082",2013-11-27,"jasonstatham",4,100,2.2e+07,20158492,"Q4",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"2190","twisted","239895",2013-11-28,"dylansaunders",1,133,5e+07,25195050,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"405","closer to the moon","137347",2013-11-29,"verafarmiga",2,112,1500000,34513500.7541806,"Q2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"406","closure","284568",2013-12-01,"angelatucker",1,76,1e+05,34513500.7541806,"Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1035","lights out","259761",2013-12-01,"lottalosten",1,3,5e+06,67268835,"Q3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1231","no man s land","238811",2013-12-03,"xuzheng",1,118,1e+06,1067481,"Q4",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"2326","zulu","185567",2013-12-04,"orlandobloom",1,110,1.6e+07,34513500.7541806,"Q4",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"23","47 ronin","64686",2013-12-06,"keanureeves",8,119,1.75e+08,38362475,"Q4",0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"1095","mandela long walk to freedom","192136",2013-12-06,"idriselba",2,141,3.5e+07,8323085,"Q4",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"119","anchorman 2 the legend continues","109443",2013-12-18,"willferrell",3,119,5e+07,127413176,"Q4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"803","her","152601",2013-12-18,"joaquinphoenix",3,126,2.3e+07,25568251,"Q1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"2240","walking with dinosaurs","77951",2013-12-18,"charlierowe",1,87,8e+07,36076121,"Q4",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1060","lone survivor","193756",2013-12-24,"markwahlberg",4,121,4e+07,125095601,"Q4",0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
"166","august osage county","152737",2013-12-26,"merylstreep",5,121,2.5e+07,37738810,"Q4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"897","in the name of the king iii","252360",2013-12-27,"dominicpurcell",1,85,3500000,34513500.7541806,"Q1",0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"995","labor day","130150",2013-12-27,"joshbrolin",4,111,1.8e+07,13371528,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"657","fort mccoy","281230",2014-01-01,"ericstoltz",1,102.936454849498,3e+06,78948,"Q3",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"1424","ride along","168530",2014-01-07,"icecube",7,99,2.5e+07,134202565,"Q1",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"927","jack ryan shadow recruit","137094",2014-01-15,"chrispine",1,105,6e+07,50577412,"Q1",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"1257","o menino e o mundo","223706",2014-01-17,"viniciusgarcia",1,80,5e+05,129479,"Q1",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2294","wish i was here","231576",2014-01-18,"zachbraff",1,120,6e+06,3591299,"Q3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"821","hits","242083",2014-01-21,"meredithhagner",1,96,1e+06,15156,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1235","non stop","225574",2014-01-26,"liamneeson",5,106,5e+07,91742160,"Q1",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"1677","that awkward moment","225565",2014-01-29,"zacefron",2,94,8e+06,26068955,"Q1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1436","robocop","97020",2014-01-30,"joelkinnaman",1,102,1.2e+08,58607007,"Q1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1179","mr peabody sherman","82703",2014-02-07,"tyburrell",1,92,1.45e+08,111506430,"Q1",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","aloft","251321",2014-02-12,"jenniferconnelly",1,112,8e+06,53086,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"19","3 days to kill","192102",2014-02-14,"kevincostner",8,113,2.8e+07,30697999,"Q1",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"35","about last night","222899",2014-02-14,"kevinhart",5,100,1.3e+07,48637684,"Q1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1349","pompeii","76649",2014-02-18,"kitharington",1,105,8e+07,23169033,"Q1",0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
"1566","son of god","235260",2014-02-28,"173150",1,138,2.2e+07,59700064,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1964","the mule","253272",2014-03-10,"hugoweaving",2,103,5e+07,103804407,"Q4",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1391","reach me","251994",2014-03-14,"sylvesterstallone",12,95,5e+06,34513500.7541806,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1419","revenge of the green dragons","286709",2014-03-15,"justinchon",1,94,5e+06,2500,"Q4",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"24","50 to 1","197583",2014-03-21,"skeetulrich",1,110,1e+07,1069454,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1049","locke","210479",2014-04-10,"tomhardy",2,85,2e+06,1370646,"Q2",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"180","babysitting","262551",2014-04-16,"philippelacheau",1,85,3400000,34513500.7541806,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"796","heaven is for real","236751",2014-04-16,"gregkinnear",2,99,1.2e+07,91386097,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1987","the other woman","193610",2014-04-16,"camerondiaz",2,109,4e+07,83911193,"Q2",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"183","bad boys","265330",2014-04-17,"isiahthomas",1,100,2.3e+07,65647413,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"749","grace","319986",2014-04-18,"annikamarks",1,95,5e+06,8297,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"302","brick mansions","254473",2014-04-22,"paulwalker",3,90,2.8e+07,20396829,"Q2",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"1074","lovesick","319389",2014-04-24,"mattleblanc",2,100,10100000,10143618,"Q1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"276","blue ruin","188166",2014-04-25,"maconblair",1,90,420000,258384,"Q2",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1333","plastic","208869",2014-04-30,"edspeleers",1,102,1e+07,34513500.7541806,"Q2",0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"1356","praia do futuro","227975",2014-05-01,"wagnermoura",1,106,4e+06,20620,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"996","la chambre bleue","266034",2014-05-16,"mathieuamalric",1,75,1400000,260441,"Q2",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"1848","the homesman","264656",2014-05-18,"hilaryswank",3,122,1.6e+07,2429989,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"263","blended","232672",2014-05-21,"drewbarrymore",3,117,4.5e+07,46290741,"Q2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","a million ways to die in the west","188161",2014-05-22,"sethmacfarlane",1,116,4e+07,42720965,"Q2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1160","mommy","265177",2014-05-22,"annedorval",1,138,4900000,3498695,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1695","the babadook","242224",2014-05-22,"essiedavis",1,93,2e+06,950792,"Q2",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"561","edge of tomorrow","137113",2014-05-27,"tomcruise",5,113,1.78e+08,100206256,"Q2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"292","boyhood","85350",2014-06-05,"ellarcoltrane",1,164,4e+06,25379975,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"937","jersey boys","209451",2014-06-05,"christopherwalken",2,134,4e+07,47047013,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"691","fugly","281730",2014-06-13,"jimmyshergill",1,134,4500000,34513500.7541806,"Q4",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1994","the past is a grotesque animal","268917",2014-06-15,"dottiealexander",1,77,1e+05,20056,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2213","united passions","271331",2014-06-19,"timroth",2,110,3e+07,918,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"813","hide and seek","277796",2014-06-20,"joshoconnor",1,82,2.5e+07,51100486,"Q1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"2131","think like a man too","184098",2014-06-20,"adambrody",1,105,2.4e+07,65028687,"Q2",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2124","they came together","180296",2014-06-27,"paulrudd",2,84,3e+06,34513500.7541806,"Q2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1081","lucy","240832",2014-07-14,"scarlettjohansson",1,89,4e+07,126573960,"Q3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"2023","the purge anarchy","238636",2014-07-17,"frankgrillo",1,104,9e+06,71562550,"Q3",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"120","and so it goes","253235",2014-07-20,"michaeldouglas",5,94,1.8e+07,15160801,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1809","the gift","384205",2014-07-26,"umathurman",1,8,5e+06,43787265,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"687","frontera","259611",2014-07-31,"edharris",3,103,2300000,59696,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"708","get on up","239566",2014-08-01,"chadwickboseman",2,139,3e+07,30569935,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1777","the expendables 3","138103",2014-08-04,"sylvesterstallone",12,127,1e+08,39322544,"Q3",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"1731","the calling","283384",2014-08-05,"susansarandon",4,108,160000,32092,"Q1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1857","the hundred foot journey","228194",2014-08-06,"helenmirren",4,122,2.2e+07,54235441,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1668","teenage mutant ninja turtles","98566",2014-08-07,"meganfox",2,101,1.25e+08,191204754,"Q3",0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"1940","the maid s room","278348",2014-08-08,"paulagarcés",1,98,6e+05,34513500.7541806,"Q3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"147","as above so below","256274",2014-08-14,"perditaweeks",1,93,5e+06,21222315,"Q3",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"152","as it is in heaven","257238",2014-08-15,"abivanandel",1,86,450000,13486,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2322","zodiac","285135",2014-08-16,"christopherlloyd",2,89,8.5e+07,33080084,"Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"976","kingdom come","295723",2014-08-20,"ryanbarrett",1,99,7e+06,23247539,"Q2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1535","sin city a dame to kill for","189",2014-08-20,"mickeyrourke",2,102,6.5e+07,13757804,"Q3",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2272","when the game stands tall","232679",2014-08-22,"jimcaviezel",2,115,1.5e+07,30127963,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1977","the november man","254904",2014-08-27,"piercebrosnan",10,108,1.5e+07,25018119,"Q3",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"938","jessabelle","203834",2014-08-29,"sarahsnook",1,90,1e+07,34513500.7541806,"Q4",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"1051","loin des hommes","283708",2014-08-30,"viggomortensen",3,110,7700000,5336,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1143","midnight sun","287935",2014-09-01,"dakotagoyo",1,120,2800000,9561064,"Q1",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1147","milk ","245963",2014-09-01,"sebastianhoward",1,58,2e+07,31841299,"Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"223","before i go to sleep","204922",2014-09-03,"nicolekidman",5,92,2.2e+07,3242457,"Q4",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"843","housebound","253306",2014-09-04,"morganaoreilly",1,109,1500000,34513500.7541806,"Q4",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"1835","the green inferno","171424",2014-09-04,"lorenzaizzo",1,100,1e+06,7192291,"Q3",0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"610","falcon rising","270938",2014-09-05,"michaeljaiwhite",1,103,4500000,11774,"Q3",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"255","black or white","253331",2014-09-06,"kevincostner",8,121,9e+06,21571189,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1779","the face of an angel","254024",2014-09-06,"katebeckinsale",3,100,2.6e+07,34513500.7541806,"Q2",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1955","the maze runner","198663",2014-09-10,"dylanobrien",1,113,3.4e+07,102427862,"Q3",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
"2133","this is where i leave you","239678",2014-09-10,"jasonbateman",2,103,2e+07,34296320,"Q3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"102","american heist","250066",2014-09-11,"haydenchristensen",1,94,1e+07,34513500.7541806,"Q1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"226","before we go","283350",2014-09-11,"chrisevans",4,89,3e+06,37151,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"172","a walk among the tombstones","169917",2014-09-18,"liamneeson",5,113,2.8e+07,26017685,"Q3",0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
"1453","rosemary s baby","267795",2014-09-18,"zoesaldana",1,168,3200000,33395426,"Q2",0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
"2184","tusk","246403",2014-09-19,"michaelparks",1,102,3e+06,1821983,"Q3",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1187","mutant world","290370",2014-09-27,"kimcoates",1,85,1500000,34513500.7541806,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"741","gone girl","210577",2014-10-01,"benaffleck",10,145,6.1e+07,167767189,"Q4",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"1011","left behind","218043",2014-10-03,"nicolascage",8,110,1.6e+07,14019924,"Q4",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"906","iris","295799",2014-10-09,"irisapfel",1,83,5500000,5580479,"Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2164","trash","206563",2014-10-09,"ricksontevez",1,112,1.2e+07,17484,"Q1",0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"1120","meet the mormons","291854",2014-10-10,"jermainesullivan",1,78,2e+06,6047363,"Q4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"581","escobar paradise lost","255343",2014-10-11,"beniciodeltoro",2,120,1.7e+07,195792,"Q1",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"1674","testament of youth","284689",2014-10-14,"aliciavikander",1,129,1e+07,1822250,"Q1",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"1703","the best of me","239571",2014-10-16,"michellemonaghan",2,117,2.6e+07,26766213,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"483","dear white people","114750",2014-10-17,"tessathompson",1,108,1250000,4404154,"Q4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1456","rudderless","244403",2014-10-17,"billycrudup",3,105,5e+06,56001,"Q4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2070","the sound and the shadow","362765",2014-10-19,"josephemurray",1,90,5e+05,34513500.7541806,"Q2",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"947","john wick","245891",2014-10-22,"keanureeves",8,101,3e+07,43037835,"Q4",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"13","23 blast","295588",2014-10-24,"markhapka",1,98,1e+06,549185,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1182","mr turner","245700",2014-10-31,"timothyspall",2,150,1.4e+07,3958546,"Q4",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"1908","the last five years","206296",2014-11-03,"annakendrick",4,94,2e+06,147299,"Q1",0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"616","feast","293299",2014-11-07,"tommysnider",1,6,3200000,56131,"Q3",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1454","rosewater","222649",2014-11-07,"gaelgarcíabernal",3,103,1e+07,3128941,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1541","skin trade","327833",2014-11-07,"dolphlundgren",3,96,9e+06,1242,"Q2",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"1305","penguins of madagascar","270946",2014-11-22,"tommcgrath",1,92,1.32e+08,83350911,"Q4",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2086","the theory of everything","266856",2014-11-26,"eddieredmayne",1,123,1.5e+07,35893537,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"594","exodus gods and kings","147441",2014-12-03,"christianbale",3,150,1.4e+08,65014513,"Q4",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"1503","seventh son","68737",2014-12-12,"jeffbridges",8,102,9.5e+07,17725785,"Q4",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1021","let s kill ward s wife","300706",2014-12-23,"patrickwilson",4,81,5e+06,34513500.7541806,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2110","the water diviner","256917",2014-12-25,"russellcrowe",6,112,22500000,4200117,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"288","bound","316410",2015-01-09,"charismacarpenter",1,90,4500000,3802260,"Q4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"251","blackhat","201088",2015-01-13,"chrishemsworth",3,133,7e+07,8005980,"Q1",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"2286","wild card","265208",2015-01-14,"jasonstatham",4,92,3e+07,3200,"Q1",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"1721","the boy next door","241251",2015-01-23,"jenniferlopez",4,91,4e+06,36006065,"Q1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"978","kingsman the secret service","207703",2015-01-29,"colinfirth",2,130,9.4e+07,128261724,"Q1",0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"1363","project almanac","227719",2015-01-29,"jonnyweston",1,106,1.2e+07,22348241,"Q1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1915","the lazarus effect","243940",2015-01-29,"oliviawilde",2,83,5e+06,25801570,"Q1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"915","it follows","270303",2015-02-04,"maikamonroe",1,100,2e+06,14674077,"Q1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"1377","que horas ela volta ","310569",2015-02-08,"reginacasé",1,110,1200000,376976,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1767","the duff","272693",2015-02-20,"maewhitman",1,100,8500000,34030343,"Q1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2052","the second best exotic marigold hotel","268238",2015-02-26,"devpatel",1,122,1e+07,33078266,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2092","the timber","322443",2015-02-27,"jamesransone",1,81,2100000,34513500.7541806,"Q4",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1429","road hard","291362",2015-03-06,"adamcarolla",2,97,1500000,113169,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2241","walter","323967",2015-03-13,"andrewjwest",1,87,7e+05,34513500.7541806,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"374","child 44","181283",2015-03-15,"tomhardy",2,137,5e+07,1224330,"Q2",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"706","get hard","257091",2015-03-26,"willferrell",3,100,4e+07,90411453,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"538","dreamcatcher","318033",2015-03-27,"brendamyerspowell",1,104,6.8e+07,33685268,"Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2274","while we re young","252512",2015-04-03,"benstiller",6,97,1e+07,7582065,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1064","lost river","167810",2015-04-08,"christinahendricks",1,95,2e+06,45431,"Q2",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"1926","the longest ride","228205",2015-04-09,"scotteastwood",2,128,3.4e+07,37446117,"Q2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"2300","woman in gold","304357",2015-04-10,"helenmirren",4,120,1.1e+07,33307793,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
