"","id","budget","1st genre","original_title","1st production company","release_date","revenue","runtime","cleaned title"
"3729","20438","0","comedy","the tao of steve","Good Machine",2000-08-04,0,87,"thetaoofsteve"
"3730","274868","0",NA,"the tic code",NA,2000-06-01,0,91,"theticcode"
"3734","10391","40000000","drama","bless the child","Paramount Pictures",2000-08-11,0,107,"blessthechild"
"3735","14195","10000000","thriller","cecil b demented","Canal+",2000-05-17,0,87,"cecilbdemented"
"3736","15665","0","documentary","the eyes of tammy faye",NA,2000-01-25,0,79,"theeyesoftammyfaye"
"3737","45905","0","comedy","the opportunists","Eureka Pictures",2000-05-17,0,90,"theopportunists"
"3738","10393","0","comedy","the replacements","Warner Bros.",2000-08-07,0,118,"thereplacements"
"3739","18168","0","comedy","about adam","Bórd Scannán na hÉireann",2000-01-28,151559,105,"aboutadam"
"3740","8843","33000000","horror","the cell","New Line Cinema",2000-08-17,104155843,107,"thecell"
"3742","23618","0","comedy","the original kings of comedy","40 Acres & A Mule Filmworks",2000-08-18,0,115,"theoriginalkingsofcomedy"
"3743","117262","0",NA,"sunset strip","Fox 2000 Pictures",2000-08-18,0,90,"sunsetstrip"
"3756","11398","40000000","crime","the art of war","Amen Ra Films",2000-08-23,30199105,117,"theartofwar"
"3757","161687","0","music","the ballad of ramblin jack",NA,2000-01-26,0,112,"theballadoframblinjack"
"3758","26244","0","documentary","phish bittersweet motel","Aviva Entertainment",2000-08-25,0,82,"phishbittersweetmotel"
"3759","1588","28000000","comedy","bring it on","Beacon Communications",2000-08-25,90449929,98,"bringiton"
"3760","287821","0","drama","catfish in black bean sauce","Black Hawk Entertainment",2000-06-09,0,119,"catfishinblackbeansauce"
"3761","19150","0","action","the crew","Touchstone Pictures",2000-08-21,0,88,"thecrew"
"3762","25128","0","comedy","love sex",NA,2000-01-24,0,82,"lovesex"
"3763","18153","0","drama","steal this movie","Ardent Films",2000-08-18,0,107,"stealthismovie"
"3765","41282","0","comedy","skipped parts","Skipped Parts Productions",2000-06-06,0,100,"skippedparts"
"3766","12211","25000000","action","highlander endgame","Davis-Panzer Productions",2000-09-01,15843608,87,"highlanderendgame"
"3767","137236","0",NA,"backstage","Dimension Films",2000-09-08,0,86,"backstage"
"3768","9995","0","action","turn it up","New Line Cinema",2000-09-06,0,86,"turnitup"
"3769","1698","0","horror","anatomie","Claussen + Wöbke Filmproduktion GmbH",2000-02-03,0,103,"anatomie"
"3770","10480","24000000","comedy","nurse betty","Gramercy Pictures",2000-09-08,0,108,"nursebetty"
"3772","10685","33000000","mystery","the watcher","Universal Pictures",2000-09-08,0,96,"thewatcher"
"3773","1619","8500000","action","the way of the gun",NA,2000-09-08,19125401,119,"thewayofthegun"
"3774","786","60000000","drama","almost famous","Columbia Pictures",2000-09-15,47383689,122,"almostfamous"
"3775","14805","35000000","action","bait","Castle Rock Entertainment",2000-09-14,0,119,"bait"
"3776","51179","0","crime","circus","Film Development Corporation",2000-05-05,0,95,"circus"
"3777","46119","0","drama","crime punishment in suburbia","Killer Films",2000-01-01,26394,100,"crimepunishmentinsuburbia"
"3778","18074","0","comedy","duets","Hollywood Pictures",2000-09-09,0,112,"duets"
"3780","77332","0","romance","urbania",NA,2000-01-24,0,103,"urbania"
"3782","29015","0","action","the specials","Brillstein-Grey Entertainment",2000-09-22,0,82,"thespecials"
"3783","10562","25000000","mystery","under suspicion","Revelations Entertainment",2000-09-24,260562,110,"undersuspicion"
"3784","201724","0",NA,"prince of central park",NA,2000-09-22,0,109,"princeofcentralpark"
"3785","12212","14000000","horror","urban legends final cut","Original Film",2000-09-19,38574362,97,"urbanlegendsfinalcut"
"3786","14629","8000000","comedy","woman on top","Fox Searchlight Pictures",2000-09-22,0,92,"womanontop"
"3787","16","12800000","drama","dancer in the dark","Fine Line Features",2000-05-17,40031879,140,"dancerinthedark"
"3788","13785","0","comedy","best in show","Castle Rock Entertainment",2000-09-19,0,90,"bestinshow"
"3789","34299","0","comedy","beautiful",NA,2000-09-10,0,112,"beautiful"
"3791","22597","1000000","comedy","the broken hearts club a romantic comedy",NA,2000-02-01,1744858,94,"thebrokenheartsclubaromanticcomedy"
"3792","19348","0","drama","girlfight","Screen Gems, Inc.",2000-05-01,0,110,"girlfight"
"3793","10637","30000000","drama","remember the titans","Walt Disney Pictures",2000-09-29,136706683,113,"rememberthetitans"
"3819","24664","0","comedy","bamboozled","New Line Cinema",2000-10-06,0,135,"bamboozled"
"3820","21370","0","comedy","bootmen",NA,2000-10-05,0,89,"bootmen"
"3821","20455","5500000","fantasy","digimon the movie","Saban Entertainment",2000-03-17,0,82,"digimonthemovie"
"3822","10461","63600000","action","get carter","Franchise Pictures",2000-10-06,19412993,102,"getcarter"
"3824","1597","55000000","comedy","meet the parents","DreamWorks SKG",2000-10-06,330444045,108,"meettheparents"
"3825","641","4500000","crime","requiem for a dream","Artisan Entertainment",2000-10-27,7390108,102,"requiemforadream"
"3826","10687","10000000","drama","tigerland","Regency Enterprises",2000-09-22,0,101,"tigerland"
"3827","63956","0","drama","two family house",NA,2000-01-21,0,104,"twofamilyhouse"
"3828","6521","9000000","drama","the contender","Battleplan Productions",2000-10-13,0,126,"thecontender"
"3829","10763","12000000","comedy","dr t and the women","Artisan Entertainment",2000-09-13,0,121,"drtandthewomen"
"3831","16888","24000000","comedy","the ladies man","SNL Studios",2000-10-13,13700000,84,"theladiesman"
"3832","10383","0","horror","lost souls","New Line Cinema",2000-10-13,0,97,"lostsouls"
"3843","71","5000000","drama","billy elliot","BBC Films",2000-05-18,1.1e+08,110,"billyelliot"
"3844","1636","48000000","fantasy","bedazzled","Twentieth Century Fox Film Corporation",2000-10-19,90383208,93,"bedazzled"
"3845","10647","40000000","drama","pay it forward","Bel Air Entertainment",2000-10-12,55707411,122,"payitforward"
"3849","11531","0","mystery","book of shadows blair witch 2","Artisan Entertainment",2000-10-27,0,90,"bookofshadowsblairwitch2"
"3850","24100","22000000","family","the little vampire","New Line Cinema",2000-10-27,13555988,95,"thelittlevampire"
"3851","10783","65000000","action","lucky numbers","Paramount Pictures",2000-10-27,0,105,"luckynumbers"
"3852","47302","0","comedy","stardom",NA,2000-10-13,0,100,"stardom"
"3853","4327","92000000","action","charlie s angels","Columbia Pictures",2000-11-02,264105545,98,"charliesangels"
"3854","4958","80000000","fantasy","the legend of bagger vance","DreamWorks SKG",2000-11-02,39459427,126,"thelegendofbaggervance"
"3855","9678","85000000","comedy","little nicky","New Line Cinema",2000-11-10,0,90,"littlenicky"
"3856","11978","32000000","drama","men of honor","Fox 2000 Pictures",2000-09-13,48814909,129,"menofhonor"
"3857","8870","80000000","thriller","red planet","Village Roadshow Pictures",2000-11-10,33463969,106,"redplanet"
"3858","77434","0","comedy","what s cooking ","Lions Gate Films",2000-01-20,0,110,"whatscooking"
"3859","14295","0","drama","you can count on me","Cappa Productions",2000-11-17,0,111,"youcancountonme"
"3862","8452","82000000","science fiction","the 6th day","Phoenix Pictures",2000-11-17,96085477,123,"the6thday"
"3863","10862","35000000","drama","bounce","Miramax Films",2000-11-15,36779296,106,"bounce"
"3864","8871","123000000","family","how the grinch stole christmas","Imagine Entertainment",2000-11-17,345141403,104,"howthegrinchstolechristmas"
"3866","16340","30","adventure","rugrats in paris the movie","Paramount Pictures",2000-09-14,103,78,"rugratsinparisthemovie"
"3867","10481","85000000","comedy","102 dalmatians","Walt Disney Pictures",2000-10-07,183611771,100,"102dalmatians"
"3868","10867","0","drama","malèna","Miramax Films",2000-10-27,0,109,"malèna"
"3869","10876","13500000","drama","quills","Fox Searchlight Pictures",2000-11-22,7060876,124,"quills"
"3870","9741","75000000","science fiction","unbreakable","Limited Edition Productions Inc.",2000-11-13,248118121,106,"unbreakable"
"3871","79920","0",NA,"boys life 3","Procirep",2000-11-16,0,79,"boyslife3"
"3872","146","17000000","adventure","卧虎藏龙","Sony Pictures Classics",2000-10-01,213525736,120,"卧虎藏龙"
"3873","11849","35000000","action","dungeons dragons","New Line Cinema",2000-12-08,15185241,107,"dungeonsdragons"
"3874","11983","65000000","action","proof of life","Castle Rock Entertainment",2000-12-08,0,135,"proofoflife"
"3875","11678","75000000","action","vertical limit","Columbia Pictures Corporation",2000-12-08,215663859,124,"verticallimit"
"3887","107","10000000","thriller","snatch","Columbia Pictures Corporation",2000-09-01,83557872,103,"snatch"
"3889","37716","0","comedy","mr accident",NA,2000-03-24,0,89,"mraccident"
"3890","392","25000000","comedy","chocolat","Miramax Films",2000-12-14,152500343,121,"chocolat"
"3891","8859","13000000","comedy","dude where s my car ","Twentieth Century Fox Film Corporation",2000-12-15,73180723,83,"dudewheresmycar"
"3892","11688","100000000","adventure","the emperor s new groove","Walt Disney Pictures",2000-12-09,169327687,78,"theemperorsnewgroove"
"3893","12509","6","drama","pollock","Fred Berner Films",2000-09-06,8,122,"pollock"
"3894","3981","70000000","comedy","what women want","Paramount Pictures",2000-12-15,374111707,127,"whatwomenwant"
"3895","711","43000000","drama","finding forrester","Fountainbridge Films",2000-12-21,80049764,136,"findingforrester"
"3896","2046","10000000","horror","the gift","Lakeshore Entertainment",2000-12-22,12008642,111,"thegift"
"3897","5001","0","drama","before night falls","El Mar Pictures",2000-09-03,8524534,134,"beforenightfalls"
"3898","8358","90000000","adventure","cast away","DreamWorks SKG",2000-12-22,429632142,143,"castaway"
"3899","5994","60000000","comedy","the family man","Universal Pictures",2000-12-12,0,125,"thefamilyman"
"3900","25520","10000000","drama","the house of mirth","Granada Film Productions",2000-09-23,5164404,140,"thehouseofmirth"
"3901","1493","45000000","comedy","miss congeniality","Village Roadshow Pictures",2000-12-14,2.12e+08,111,"misscongeniality"
"3903","134","26000000","action","o brother where art thou ","Universal Pictures",2000-08-30,71868327,106,"obrotherwhereartthou"
"3904","62677","0","drama","songcatcher","Rigas Entertainment",2001-03-01,0,109,"songcatcher"
"3905","21991","0","comedy","state and main","Fine Line Features",2000-08-26,0,102,"stateandmain"
"3906","10577","28000000","thriller","dracula 2000","Neo Art & Logic",2000-12-22,33000337,99,"dracula2000"
"3907","21355","57000000","drama","all the pretty horses","Columbia Pictures",2000-12-11,0,117,"alltheprettyhorses"
"3908","29122","0","comedy","an everlasting piece","Columbia Pictures",2000-12-22,0,103,"aneverlastingpiece"
"3909","11973","80000000","drama","thirteen days","New Line Cinema",2000-12-24,34566746,145,"thirteendays"
"3910","1900","48000000","thriller","traffic","USA Films",2000-12-27,207515725,147,"traffic"
"3911","44853","0","drama","the claim","Revolution Films",2000-12-29,0,120,"theclaim"
"3912","10873","8000000","drama","shadow of the vampire","Saturn Films",2000-05-15,8279017,92,"shadowofthevampire"
"3926","34794","0","horror","the st francisville experiment",NA,2000-04-15,0,79,"thestfrancisvilleexperiment"
"3927","9989","30000000","action","antitrust","Industry Entertainment",2001-01-12,18195610,108,"antitrust"
"3928","18828","0","adventure","double take","Touchstone Pictures",2001-01-12,0,88,"doubletake"
"3929","9816","13000000","drama","save the last dance","MTV Films",2001-01-12,91038276,112,"savethelastdance"
"3930","20637","1000000","comedy","panic",NA,2000-12-01,779137,88,"panic"
"3931","5955","35000000","crime","the pledge","Epsilon Motion Pictures",2001-01-09,29400000,123,"thepledge"
"3932","125498","0",NA,"kids world",NA,2001-12-07,0,93,"kidsworld"
"3934","220976","0","drama","the amati girls","Persistent Entertainment",2001-01-09,0,91,"theamatigirls"
"3943","16723","11000000","crime","sugar spice","New Line Cinema",2001-01-24,13276953,81,"sugarspice"
"3944","2018","35000000","comedy","the wedding planner","Columbia Pictures Corporation",2001-01-26,94728529,103,"theweddingplanner"
"3946","287991","0",NA,"dog run",NA,2001-04-04,0,0,"dogrun"
"3947","47595","0","drama","trolösa","Sveriges Television (SVT)",2000-09-15,0,142,"trolösa"
"3948","18856","0","drama","the invisible circus","Fine Line Features",2001-02-23,0,93,"theinvisiblecircus"
"3949","10499","0","drama","die stille nach dem schuss",NA,2000-09-14,0,102,"diestillenachdemschuss"
"3951","83500","0","comedy","two ninas",NA,2000-12-01,0,88,"twoninas"
"3952","47943","0","comedy","harry un ami qui vous veut du bien","Diaphana Films",2000-08-15,3818452,117,"harryunamiquivousveutdubien"
"4016","24940","14000000","comedy","head over heels","Universal Studios",2001-02-02,10424470,86,"headoverheels"
"4017","37302","0","drama","left behind","Cloud Ten Pictures",2000-10-30,0,96,"leftbehind"
"4018","10984","0","horror","valentine","Village Roadshow Pictures",2001-02-01,0,96,"valentine"
"4019","843","0","drama","花樣年華","Block 2 Pictures",2000-05-22,12854953,98,"花樣年華"
"4021","318","8000000","drama","the million dollar hotel","Kintop Pictures",2000-02-09,0,122,"themilliondollarhotel"
"4022","12806","0","drama","krampack","Canal+ España",2000-05-18,0,91,"krampack"
"4023","9740","87000000","crime","hannibal","Universal Pictures",2001-02-08,351692268,131,"hannibal"
"4024","10878","22000000","comedy","saving silverman","Village Roadshow Pictures",2001-02-09,19351569,90,"savingsilverman"
"4025","47588","0","drama","signs wonders","Goatworks Films",2001-02-09,0,105,"signswonders"
"4026","10697","0","drama","le goût des autres","France 2 Cinéma",2000-03-01,0,112,"legoûtdesautres"
"4027","7093","35000000","history","vatel","Canal Plus",2000-05-01,0,125,"vatel"
"4028","16300","0","fantasy","down to earth","Paramount Pictures",2001-02-16,0,87,"downtoearth"
"4029","19405","10000000","science fiction","recess school s out","Walt Disney Television Animation",2001-01-27,44460850,83,"recessschoolsout"
"4030","1921","40000000","drama","sweet november","Bel Air Entertainment",2001-02-16,65754228,119,"sweetnovember"
"4031","44412","0","comedy","company man",NA,2000-03-09,0,86,"companyman"
"4032","21620","0","comedy","the price of milk",NA,2000-10-13,0,87,"thepriceofmilk"
"4033","23685","75000000","adventure","monkeybone","Twentieth Century Fox Film Corporation",2001-02-23,5409517,93,"monkeybone"
"4034","12138","62000000","action","3000 miles to graceland","Franchise Pictures",2001-02-23,18720175,125,"3000milestograceland"
"4035","48217","0","romance","la veuve de saint pierre","Cinémaginaire Inc.",2000-01-01,0,112,"laveuvedesaintpierre"
"4036","6073","57000000","action","the mexican","DreamWorks SKG",2001-03-01,147845033,123,"themexican"
"4037","39180","0","action","see spot run","Village Roadshow Pictures",2001-03-02,0,94,"seespotrun"
"4038","35569","0","drama","carman the champion",NA,2001-03-02,0,90,"carmanthechampion"
"4039","25208","0","drama","the caveman s valentine","Franchise Pictures",2001-01-19,0,105,"thecavemansvalentine"
"4040","82103","1900000","comedy","eu tu eles","Columbia Pictures Corporation",2000-08-17,2070806,104,"eutueles"
"4041","19513","0","action","series 7 the contenders","October Films",2001-01-20,0,86,"series7thecontenders"
"4042","2749","60000000","action","15 minutes","New Line Cinema",2001-03-01,56359980,120,"15minutes"
"4043","10050","10000000","comedy","get over it","Miramax",2001-03-08,0,87,"getoverit"
"4044","17203","0","comedy","blow dry","Intermedia Films",2001-03-01,637769,91,"blowdry"
"4046","95682","0","documentary","long night s journey into day",NA,2000-01-29,0,94,"longnightsjourneyintoday"
"4048","49929","0",NA,"when brendan met trudy",NA,2000-01-01,0,95,"whenbrendanmettrudy"
"4083","27859","0","drama","rated x","District",2000-01-01,0,115,"ratedx"
"4097","853","68000000","war","enemy at the gates","Paramount Pictures",2001-03-13,96976270,131,"enemyatthegates"
"4098","10877","50000000","action","exit wounds","Village Roadshow Pictures",2001-03-13,79958599,101,"exitwounds"
"4099","5257","0","history","the dish","Distant Horizons",2000-07-11,0,101,"thedish"
"4100","77","9000000","mystery","memento","Summit Entertainment",2000-10-11,39723096,113,"memento"
"4101","20322","0","comedy","the brothers",NA,2001-03-23,0,106,"thebrothers"
"4102","10833","35000000","crime","heartbreakers","Davis Entertainment",2001-03-23,0,123,"heartbreakers"
"4103","20309","25000000","comedy","say it isn t so","Twentieth Century Fox Film Corporation",2001-03-12,0,95,"sayitisntso"
"4105","12658","23000000","comedy","someone like you ","Fox 2000 Pictures",2001-03-30,0,97,"someonelikeyou"
"4106","10054","35000000","action","spy kids","Dimension Films",2001-03-18,147934180,88,"spykids"
"4107","10646","11000000","comedy","tomcats","Columbia Pictures",2001-03-30,23430766,95,"tomcats"
"4108","2575","21000000","drama","the tailor of panama","Columbia Pictures",2001-02-11,28008462,109,"thetailorofpanama"
"4109","55","2000000","drama","amores perros","Altavista Films",2000-06-16,20908467,154,"amoresperros"
"4110","65075","0","documentary","keep the river on your right a modern cannibal tale",NA,2000-04-15,0,82,"keeptheriveronyourrightamoderncannibaltale"
"4111","44379","0","documentary","les glaneurs et la glaneuse","Ciné Tamaris",2000-07-07,0,82,"lesglaneursetlaglaneuse"
"4112","2043","60000000","crime","along came a spider","Paramount Pictures",2001-04-06,105178561,104,"alongcameaspider"
"4113","4133","53000000","crime","blow","New Line Cinema",2001-04-04,83282296,124,"blow"
"4114","56715","0","comedy","just visiting","Gaumont",2001-04-06,0,88,"justvisiting"
"4115","10991","16000000","adventure","pokémon 3 the movie","TV Tokyo",2000-07-08,68411275,93,"pokémon3themovie"
"4116","15940","0","comedy","beautiful creatures","DNA Films",2000-08-23,0,85,"beautifulcreatures"
"4117","26791","1000000","crime","brigham city","Main Street Movie Company",2001-03-30,852206,119,"brighamcity"
"4118","44069","0","drama","روزی که زن شدم","Makhmalbaf Productions",2000-09-01,0,74,"روزیکهزنشدم"
"4119","68894","0","drama","shadow magic",NA,2000-09-08,0,116,"shadowmagic"
"4120","634","25000000","comedy","bridget jones s diary","Miramax Films",2001-04-13,281929795,97,"bridgetjonessdiary"
"4121","10956","17700000","mystery","joe dirt","Columbia Pictures",2001-04-10,30987695,91,"joedirt"
"4122","19366","22000000","comedy","josie and the pussycats","Universal Pictures",2001-04-06,0,98,"josieandthepussycats"
"4123","136558","0","comedy","kingdom come",NA,2011-01-01,0,88,"kingdomcome"
"4124","28308","0","drama","the body","Helkon Media AG",2001-04-13,0,109,"thebody"
"4125","9519","0","crime","chopper","Pariah Entertainment Group",2000-06-21,236185,94,"chopper"
"4126","13898","0","drama","دایره","Jafar Panahi Film Productions",2000-09-08,0,90,"دایره"
"4127","196280","0",NA,"lakeboat",NA,2000-04-13,0,98,"lakeboat"
"4128","9290","21150000","adventure","crocodile dundee in los angeles","Bungalow Productions",2001-04-12,39438674,92,"crocodiledundeeinlosangeles"
"4129","13166","0","comedy","freddy got fingered","Regency Enterprises",2001-04-18,0,87,"freddygotfingered"
"4130","32590","0","drama","the center of the world","Redeemable Features",2001-04-19,0,88,"thecenteroftheworld"
"4131","109472","0","drama","ek je aachhe kanya",NA,2001-06-06,0,0,"ekjeaachhekanya"
"4132","153141","0","romance","the low down","Oil Factory",2001-01-26,32395,96,"thelowdown"
"4133","52654","0","romance","the luzhin defence",NA,2000-08-21,0,109,"theluzhindefence"
"4134","70282","0","drama","the visit",NA,2000-01-01,0,107,"thevisit"
"4138","10477","94000000","action","driven","Epsilon Motion Pictures",2001-04-27,54744738,116,"driven"
"4139","12484","5000000","action","the forsaken","Screen Gems",2001-04-27,0,90,"theforsaken"
"4140","2144","0","action","one night at mccool s","USA Films",2001-04-19,0,93,"onenightatmccools"
"4141","24113","90000000","comedy","town country","New Line Cinema",2001-04-27,10372291,104,"towncountry"
"4142","118052","0","drama","rat","Universal Pictures",2001-04-01,0,89,"rat"
"4143","1734","98000000","adventure","the mummy returns","Universal Pictures",2001-04-28,433013274,130,"themummyreturns"
"4144","38047","0","drama","yûrika","DENTSU Music And Entertainment",2000-05-18,0,217,"yûrika"
"4146","4973","0","drama","sous le sable","Fidélité Productions",2000-09-11,0,92,"souslesable"
"4172","9476","65000000","adventure","a knight s tale","Columbia Pictures Corporation",2001-05-11,117487473,132,"aknightstale"
"4173","37691","0","comedy","bread and roses","Alta Films S.A.",2000-05-10,0,110,"breadandroses"
"4174","115810","0","documentary","calle 54",NA,2000-10-06,0,105,"calle54"
"4175","10613","0","drama","the king is alive","Newmarket Capital Group",2000-05-11,0,110,"thekingisalive"
"4176","19094","0","comedy","sordid lives","Daly-Harris Productions",2001-05-11,1079726,111,"sordidlives"
"4177","14268","0","documentary","startup com",NA,2001-01-01,0,107,"startupcom"
"4178","5852","53000000","drama","angel eyes","Epsilon Motion Pictures",2001-05-15,29700000,102,"angeleyes"
"4179","808","60000000","adventure","shrek","DreamWorks SKG",2001-05-16,484409218,90,"shrek"
"4180","49453","0","comedy","fast food fast women",NA,2000-05-15,0,95,"fastfoodfastwomen"
"4181","824","52500000","drama","moulin rouge ","Bazmark Films",2001-03-09,179213434,127,"moulinrouge"
"4183","676","140000000","history","pearl harbor","Jerry Bruckheimer Films",2001-05-21,449220945,183,"pearlharbor"
"4186","29572","0","drama","the man who cried",NA,2000-08-29,0,96,"themanwhocried"
"4187","48109","0","drama","our song","Journeyman Pictures",2000-01-21,0,95,"oursong"
"4188","291675","0",NA,"gabriela",NA,2001-02-14,0,0,"gabriela"
"4207","25538","0","drama","一一","Omega Project",2000-09-20,0,173,"一一"
"4213","11090","22000000","action","the animal","Revolution Studios",2001-06-01,84772742,84,"theanimal"
"4214","14034","45000000","action","what s the worst that could happen ","Metro-Goldwyn-Mayer (MGM)",2001-05-31,0,94,"whatstheworstthatcouldhappen"
"4215","21056","0","drama","big eden","Chaiken Films",2000-04-18,512451,117,"bigeden"
"4216","9397","80000000","action","evolution","DreamWorks SKG",2001-06-08,98376292,101,"evolution"
"4217","9705","102000000","action","swordfish","Village Roadshow Pictures",2001-06-07,147080413,99,"swordfish"
"4218","26475","0","comedy","the anniversary party","Fine Line Features",2001-05-15,0,115,"theanniversaryparty"
"4219","56934","0","romance","bride of the wind",NA,2001-06-08,0,99,"brideofthewind"
"4220","29937","0","comedy","musíme si pomáhat","Ceská Televize",2000-03-16,0,120,"musímesipomáhat"
"4221","49922","0","comedy","whatever happened to harold smith ","October Films",2000-03-10,0,95,"whateverhappenedtoharoldsmith"
"4238","52616","0","war","pavilion of women",NA,2001-03-16,0,116,"pavilionofwomen"
"4239","10865","120000000","animation","atlantis the lost empire","Walt Disney Pictures",2001-06-02,186053725,95,"atlantisthelostempire"
"4240","1995","115000000","adventure","lara croft tomb raider","Paramount Pictures",2001-06-11,274703340,100,"laracrofttombraider"
"4241","10808","70000000","comedy","dr dolittle 2","Twentieth Century Fox Film Corporation",2001-06-22,176104344,87,"drdolittle2"
"4242","9799","38000000","action","the fast and the furious","Universal Pictures",2001-06-22,207283925,106,"thefastandthefurious"
"4243","644","100000000","drama","a i artificial intelligence","DreamWorks SKG",2001-06-29,235926552,146,"aiartificialintelligence"
"4244","16161","16000000","crime","baby boy","Columbia Pictures",2001-06-27,29381649,130,"babyboy"
"4245","10691","13000000","drama","crazy beautiful","Touchstone Pictures",2001-06-29,16929123,99,"crazybeautiful"
"4246","10615","0","action","pootie tang",NA,2001-06-29,0,81,"pootietang"
"4248","21488","0","comedy","drôle de félix","Pyramide Productions",2000-04-19,0,95,"drôledefélix"
"4249","59733","0","music","down from the mountain",NA,2001-06-05,0,98,"downfromthemountain"
"4250","271462","0","romance","russian doll","Beyond Films",2001-06-14,0,90,"russiandoll"
"4251","11826","5000000","crime","sexy beast","Fox Searchlight Pictures",2000-09-13,0,89,"sexybeast"
"4252","24470","0","action","south of heaven west of hell",NA,2000-01-01,0,104,"southofheavenwestofhell"
"4253","9301","0","romance","der krieger und die kaiserin","X-Filme Creative Pool",2000-10-12,0,135,"derkriegerunddiekaiserin"
"4254","11444","0","comedy","le placard","Gaumont",2001-01-17,0,84,"leplacard"
"4256","60670","2365000","crime","les rivières pourpres","Gaumont International",2000-09-26,0,106,"lesrivièrespourpres"
"4257","55551","0","drama","lumumba",NA,2000-05-13,0,115,"lumumba"
"4258","40880","0","drama","pandaemonium","Arts Council of England",2001-06-29,0,124,"pandaemonium"
"4259","10992","60000000","comedy","cats dogs","Village Roadshow Pictures",2001-07-04,93375151,87,"catsdogs"
"4260","2140","25000000","action","kiss of the dragon","Twentieth Century Fox Film Corporation",2001-07-06,64437847,98,"kissofthedragon"
"4261","4248","45000000","comedy","scary movie 2","Gold/Miller Productions",2001-07-04,141220678,83,"scarymovie2"
"4262","17612","0","drama","lost and delirious","Cité-Amérique",2001-01-21,0,103,"lostanddelirious"
"4263","3134","0","crime","baise moi","Toute Premiere Fois",2000-06-28,940944,77,"baisemoi"
"4264","34899","0","drama","mùa hè chiều thẳng đứng","ARTE France Cinéma",2000-05-24,0,112,"mùahèchiềuthẳngđứng"
"4319","2114","137000000","adventure","final fantasy the spirits within","Columbia Pictures",2001-07-02,85131830,106,"finalfantasythespiritswithin"
"4320","8835","18000000","comedy","legally blonde","Marc Platt Productions",2001-07-13,141774679,96,"legallyblonde"
"4321","11371","68000000","action","the score","Paramount Pictures",2001-07-13,71069884,124,"thescore"
"4322","78248","0","drama","adanggaman","Canal+ Horizons",2000-08-31,28,90,"adanggaman"
"4323","9517","0","crime","bully","StudioCanal",2001-06-15,480811,113,"bully"
"4324","25985","0","drama","jump tomorrow","Eureka Pictures",2001-11-09,0,97,"jumptomorrow"
"4325","15745","5000000","action","made","Artisan Entertainment",2001-07-13,5476060,94,"made"
"4326","24977","0","documentary","michael jordan to the max","IMAX",2000-05-05,21268532,46,"michaeljordantothemax"
"4329","58904","0","animation","haunted castle",NA,2001-02-23,13651656,38,"hauntedcastle"
"4330","103489","0",NA,"all access front row backstage live ",NA,2001-05-20,0,0,"allaccessfrontrowbackstagelive"
"4357","110428","3512454","drama","camille claudel 1915","Canal+",2013-03-13,115860,95,"camilleclaudel1915"
"4510","331","93000000","adventure","jurassic park iii","Universal Studios",2001-07-18,368780809,92,"jurassicparkiii"
"4511","11467","0","comedy","america s sweethearts","Columbia Pictures",2001-07-17,0,102,"americassweethearts"
"4512","327","12000000","crime","brother","Bandai Visual Company",2000-09-09,15250000,114,"brother"
"4513","1548","7000000","comedy","ghost world","United Artists",2001-07-20,0,111,"ghostworld"
"4514","13403","0","comedy","hedwig and the angry inch","New Line Cinema",2001-07-20,0,95,"hedwigandtheangryinch"
"4515","869","100000000","thriller","planet of the apes","Twentieth Century Fox Film Corporation",2001-07-25,362211740,119,"planetoftheapes"
"4516","552","0","drama","pane e tulipani","Istituto Luce",2000-03-03,0,114,"paneetulipani"
"4518","33379","0","comedy","greenfingers",NA,2001-07-27,1443067,91,"greenfingers"
"4519","196859","400000",NA,"jackpot",NA,2001-07-26,43719,97,"jackpot"
"4520","47574","0","drama","the monkey s mask",NA,2000-09-27,0,93,"themonkeysmask"
"4521","2171","5000000","comedy","wet hot american summer","Eureka Pictures",2001-07-27,295206,97,"wethotamericansummer"
"4571","2057","42000000","thriller","original sin","Intermedia Films",2001-08-03,35402320,118,"originalsin"
"4572","9880","37000000","comedy","the princess diaries","Walt Disney Pictures",2001-08-03,165335153,115,"theprincessdiaries"
"4573","5175","90000000","action","rush hour 2","New Line Cinema",2001-08-03,347325802,90,"rushhour2"
"4574","21596","0","drama","thomas est amoureux","Entre Chien et Loup",2000-09-03,0,97,"thomasestamoureux"
"4590","2770","30000000","comedy","american pie 2","Universal Pictures",2001-08-10,287553595,108,"americanpie2"
"4591","12610","75000000","adventure","osmosis jones","Conundrum Entertainment",2001-08-07,13596911,95,"osmosisjones"
"4592","1933","0","horror","the others","Cruise/Wagner Productions",2001-08-02,0,101,"theothers"
"4593","13496","35000000","action","american outlaws","Morgan Creek Productions",2001-08-17,13678913,94,"americanoutlaws"
"4594","21055","0","comedy","all over the guy","LionsGate",2001-03-07,1051948,95,"allovertheguy"
"4595","24936","3000000","drama","the deep end","i5 Films",2001-01-21,0,101,"thedeepend"
"4596","80070","7000000","drama","on the edge",NA,2001-08-10,0,85,"ontheedge"
"4597","10972","1500000","horror","session 9","October Films",2001-08-10,373967,100,"session9"
"4598","207541","0",NA,"the turandot project",NA,2000-09-11,0,87,"theturandotproject"
"4599","1722","57000000","drama","captain corelli s mandolin","Miramax Films",2001-08-17,62112895,131,"captaincorellismandolin"
